Name,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control
Andre Wisdom,253,60,24,67,70,32,255,58,34,26,68,69
Silas Wamangituka,326,59,73,70,65,59,290,78,59,33,48,72
Aleksandar Sedlar,230,33,43,65,64,25,191,31,24,22,56,58
Ionuț Nedelcearu,253,40,46,69,62,36,264,53,42,44,69,56
Aldo Cruz,268,66,34,65,68,35,319,64,63,60,65,67
Stefan Schwab,336,69,64,68,72,63,331,62,65,60,74,70
Damjan Đoković,310,66,54,62,74,54,352,68,75,62,73,74
Juan Cruz Álvaro Armada,261,69,34,63,65,30,272,58,59,31,58,66
Mame Thiam,345,69,70,71,67,68,307,74,56,46,56,75
Fco. Javier Hidalgo Gómez,281,65,45,63,67,41,289,67,55,45,56,66
Julian Pollersbeck,113,20,12,12,52,17,114,14,18,19,44,19
In Seong Kim,301,72,65,45,68,51,303,70,58,48,63,64
Jordy de Wijs,237,37,44,72,57,27,292,40,65,68,61,58
Molla Wagué,214,36,31,73,49,25,196,36,30,29,51,50
Emiliano Méndez,267,45,43,71,71,37,285,63,47,41,65,69
Baldomero Perlaza,274,51,43,75,64,41,255,62,38,35,62,58
Fredrik Gulbrandsen,317,58,70,54,68,67,319,73,68,53,52,73
Duane Holmes,309,67,58,53,71,60,319,77,58,48,63,73
Isaac Carcelén Valencia,278,72,46,60,68,32,346,69,73,74,62,68
Eddie Nketiah,305,43,73,57,65,67,283,74,54,38,45,72
Bruno Ferreira Bonfim,338,65,67,65,72,69,323,75,66,46,61,75
Adrián González Morales,334,72,68,69,68,57,359,71,80,69,66,73
Paul Seguin,284,56,44,66,72,46,288,64,44,43,69,68
Se Jong Ju,287,68,53,43,73,50,362,65,74,76,78,69
Wagner Mauro Orsi Vasquez,311,73,52,59,73,54,306,61,62,48,71,64
Jalil Elías,284,64,44,58,76,42,310,68,48,52,70,72
Fabricio Formiliano,219,38,21,70,65,25,237,40,38,40,49,70
Marco Stiepermann,334,67,67,64,71,65,355,74,73,67,68,73
Jay Fulton,290,54,52,68,71,45,286,63,49,33,69,72
Roman Neustädter,282,50,39,73,73,47,304,62,53,50,69,70
Gustavo Blanco Leschuk,306,32,73,77,67,57,222,63,33,39,25,62
Emiliano Papa,288,74,39,57,73,45,356,65,85,59,72,75
Luciano Pocrnjic,69,14,12,16,16,11,67,10,12,13,19,13
Jonatan Cristaldo,338,59,71,72,66,70,313,74,68,48,51,72
Julian Schieber,343,60,72,75,66,70,298,64,58,58,49,69
Alberto Tomás Botía Rabasco,259,44,50,72,60,33,243,44,49,32,65,53
Luis Mendoza,306,73,63,54,64,52,323,74,66,53,60,70
Django Warmerdam,305,68,53,62,65,57,333,74,69,55,64,71
Steven Davis,321,72,58,53,74,64,361,72,73,69,73,74
Arouna Koné,341,61,75,69,65,71,303,68,57,56,49,73
Pablo Chavarría,342,67,72,70,72,61,321,71,57,58,62,73
Nathan Baker,230,44,30,72,54,30,196,36,41,20,51,48
Alberto Paleari,83,14,8,16,33,12,82,11,10,13,29,19
Ao Tanaka,307,61,66,52,72,56,333,64,63,65,73,68
Gleison Bremer Silva Nascimento,243,34,35,75,66,33,217,55,28,20,54,60
Terence Kongolo,264,66,27,68,63,40,302,65,63,44,62,68
Jeremie Frimpong,276,69,51,50,68,38,316,76,64,47,54,75
Fernando Márquez,325,41,71,75,67,71,319,69,59,65,57,69
Fabián Viáfara,268,72,47,53,58,38,274,64,52,34,61,63
Diego Viera,225,34,21,74,65,31,202,44,38,23,46,51
Kian Hansen,282,60,43,70,73,36,299,52,65,43,71,68
João António Antunes Carvalho,316,71,64,38,73,70,366,74,74,70,71,77
Julian Börner,287,49,56,75,63,44,280,56,58,50,60,56
Jeremy Ebobisse,322,60,68,72,67,55,296,67,56,42,63,68
David Costas Cordal,288,65,42,77,73,31,289,59,30,59,68,73
Wil Trapp,281,56,43,54,75,53,347,67,68,65,75,72
Octavio Rivero,300,25,72,70,62,71,246,68,26,24,57,71
Rayan Aït Nouri,275,68,40,62,69,36,295,68,57,42,56,72
Kevin McDonald,302,69,54,56,73,50,324,64,63,56,72,69
Luděk Pernica,241,38,25,73,65,40,237,47,37,41,57,55
Gonçalo Filipe Oliveira Silva,235,37,28,72,67,31,231,40,36,36,68,51
Amilton Minervino da Silva,298,67,68,43,65,55,306,71,65,42,59,69
João Pedro Gomes Camacho,293,67,64,43,65,54,347,75,74,66,59,73
Ervin Zukanović,258,66,25,75,65,27,330,50,76,79,64,61
Simone Romagnoli,231,33,39,75,54,30,220,52,38,27,51,52
Rubén Castro Martín,333,60,75,67,63,68,327,74,69,68,45,71
Joao Plata,322,65,62,62,69,64,341,68,73,69,64,67
Erik Berg,264,41,42,70,61,50,282,55,47,46,73,61
Timon Wellenreuther,78,9,9,18,32,10,96,16,12,14,27,27
Arturo Calabresi,254,71,22,66,64,31,242,64,31,34,48,65
Edson Gérson Torres Guerra,296,73,48,70,62,43,290,48,44,63,60,75
Leonardo Duarte da Silva,201,32,28,66,45,30,189,47,30,27,32,53
Dax McCarty,300,59,46,64,75,56,319,64,66,54,66,69
Tomás Belmonte,325,59,57,79,71,59,303,67,53,43,67,73
Libor Kozák,318,29,74,79,66,70,310,67,57,61,55,70
Linpeng Zhang,287,65,49,71,68,34,293,67,50,44,64,68
Javier Reina,318,68,63,51,73,63,341,70,65,65,69,72
Simen Juklerød,293,69,59,51,66,48,309,71,70,41,57,70
David Mota Teixeira Carmo,210,29,23,72,58,28,181,35,33,25,37,51
Lucas Domingues Piazón,342,70,72,53,74,73,364,72,75,73,67,77
Sead Hakšabanovič,295,67,63,37,69,59,343,74,69,65,61,74
Jonathan Sandoval,292,65,53,69,64,41,277,64,44,49,58,62
Francisco Gámez López,279,67,46,64,65,37,287,68,62,33,57,67
Jairo Samperio Bustara,302,66,62,46,68,60,335,75,68,60,62,70
Karol Świderski,315,50,77,67,63,58,287,67,61,35,54,70
David Lischka,273,49,37,75,68,44,289,62,48,39,73,67
Diego Farías da Silva,335,66,70,64,72,63,344,78,65,65,59,77
Joachim Van Damme,310,67,57,70,70,46,327,63,58,65,72,69
Brayan Cortés,99,29,14,16,25,15,89,13,16,12,23,25
Alexander Walke,82,13,8,24,18,19,78,19,12,14,19,14
Bart Ramselaar,316,63,66,54,70,63,337,76,66,55,66,74
Driss Fettouhi,307,70,58,55,71,53,378,78,76,78,72,74
Daniel Calvo Sanromán,252,49,39,67,66,31,245,43,40,45,56,61
Eugenio Lamanna,109,19,19,17,35,19,108,18,12,17,37,24
Kadeem Harris,274,67,60,29,68,50,278,76,40,35,55,72
Kasper Kusk,310,64,69,47,69,61,346,71,71,66,66,72
Federico Mattiello,337,74,53,68,72,70,350,73,76,59,68,74
Álvaro Lemos Collazo,307,69,57,61,65,55,330,68,65,68,59,70
Javier Toledo,342,58,74,80,66,64,310,64,62,59,59,66
Ângelo Pelegrinelli Neto,301,59,60,46,75,61,341,72,59,66,70,74
Dagoberto Josué Pinho Parrela,292,72,41,62,73,44,278,55,45,46,71,61
Florian Jungwirth,263,50,41,65,70,37,294,57,51,54,69,63
Maxime Dupé,77,10,10,13,34,10,85,11,12,11,29,22
Fabiano Leismann,277,65,36,66,64,46,298,61,64,46,58,69
Akihiro Hayashi,113,25,10,23,42,13,142,19,35,28,38,22
Marnon Busch,261,72,37,53,65,34,268,68,42,37,54,67
Christoph Zimmermann,203,20,25,71,54,33,197,39,26,20,61,51
Gibrán Lajud,80,12,14,13,28,13,96,16,15,19,25,21
Felipe Rodríguez,75,19,16,12,12,16,75,14,16,20,13,12
Ádám Szalai,338,49,71,81,69,68,288,67,58,42,48,73
Marcus Bettinelli,83,12,14,11,34,12,112,15,12,19,38,28
Ante Ćorić,300,71,64,37,72,56,350,72,67,71,66,74
Aníbal Godoy,254,42,53,51,77,31,303,65,50,47,74,67
Ben Gibson,215,29,28,73,65,20,219,40,38,22,57,62
Quentin Bernard,301,73,57,68,72,31,303,62,43,59,71,68
Kellyn Acosta,320,68,60,66,71,55,360,71,77,73,67,72
Oghenekaro Etebo,326,61,59,68,72,66,348,74,62,66,70,76
Mirko Pigliacelli,92,18,19,11,35,9,138,21,14,19,52,32
Jacopo Dezi,301,54,69,52,73,53,326,71,55,58,70,72
Raphael Framberger,260,61,41,54,64,40,242,50,38,40,51,63
Dalei Wang,80,10,16,20,30,4,144,24,23,18,57,22
Pape Cheikh Diop,262,53,58,41,76,34,309,72,52,42,73,70
Khéphren Thuram,297,59,46,74,74,44,314,68,59,46,70,71
Ondřej Karafiát,300,67,51,63,70,49,312,66,52,49,77,68
Andreas Bjelland,280,52,36,72,71,49,296,55,63,42,70,66
Victorien Angban,266,60,52,42,74,38,326,74,61,46,72,73
Óscar Trejo,347,73,69,64,69,72,356,75,74,69,67,71
Panagiotis Tsintotas,67,13,10,14,20,10,82,11,13,15,27,16
Kyle Naughton,303,67,45,67,72,52,270,65,43,28,66,68
Conor Townsend,275,69,44,56,65,41,311,65,64,61,57,64
Alex Wilkinson,258,33,36,68,68,53,231,42,37,33,59,60
Ángel Romero,315,59,70,50,75,61,338,73,59,59,73,74
Derrick Luckassen,283,56,48,76,71,32,342,67,67,70,69,69
Håkon Evjen,292,63,66,39,67,57,329,75,68,54,60,72
Federico Peluso,278,68,41,76,62,31,297,59,69,47,62,60
Wilker Ángel,207,34,21,70,58,24,202,38,32,25,50,57
Eduardo Henrique da Silva,324,64,64,57,73,66,357,73,75,64,71,74
Barry Douglas,320,79,58,61,73,49,363,64,83,78,68,70
Nazariy Rusyn,304,32,74,66,68,64,227,64,36,34,27,66
Kevin Molino,323,63,71,61,68,60,339,75,68,63,60,73
Rafael Jiménez Jarque,289,63,55,71,67,33,318,56,58,67,71,66
Cristian Manea,281,68,42,64,66,41,312,63,58,61,63,67
Ulises Rivas,298,67,42,55,78,56,339,66,55,69,74,75
José Corpas Serna,294,69,60,46,70,49,324,71,55,60,66,72
Daniel Heuer Fernandes,63,7,11,10,28,7,96,20,13,12,25,26
Yevhen Shakhov,317,51,70,65,74,57,335,72,68,52,70,73
Rhyan Grant,292,66,56,55,70,45,301,65,59,51,59,67
Christoph Monschein,306,48,76,62,58,62,262,71,52,32,38,69
Kalindi Alves de Souza,275,66,41,48,64,56,298,69,67,38,53,71
Alessandro Murgia,319,56,60,70,75,58,325,69,55,55,72,74
Morgan Gibbs-White,301,62,57,55,75,52,345,73,65,63,73,71
Dawid Kownacki,321,54,72,66,66,63,283,70,52,32,59,70
Hicham Faik,320,76,60,47,75,62,376,67,82,78,76,73
Emiliano Insúa,318,70,49,65,70,64,335,71,59,66,68,71
Abdul-Aziz Tetteh,245,43,36,48,68,50,281,63,60,31,62,65
Isaiah Brown,319,69,65,59,70,56,332,75,60,55,67,75
Juan Insaurralde,247,46,38,75,65,23,229,35,46,27,63,58
Jin Ho Sin,309,70,60,55,73,51,350,68,70,72,70,70
Kaveh Rezaei,349,67,71,75,70,66,321,65,68,70,50,68
Fredrik Aursnes,311,68,62,57,72,52,334,66,68,63,69,68
Billy Gilmour,298,60,53,50,76,59,331,72,58,54,73,74
Marin Leovac,295,68,49,57,64,57,323,69,71,51,67,65
Rafael Baca,304,65,57,53,75,54,335,69,66,58,71,71
Fernando Belluschi,345,75,65,59,71,75,389,73,85,79,71,81
Souleymane Doukara,330,58,71,69,68,64,314,73,65,49,55,72
Yannick Cahuzac,266,52,43,66,68,37,284,56,53,45,65,65
Benno Schmitz,276,67,35,62,70,42,305,61,68,58,53,65
Jörg Siebenhandl,79,13,11,14,31,10,94,13,21,10,20,30
Alexander Tettey,311,60,56,62,71,62,291,59,55,51,63,63
Mahmoud Alaa,255,51,35,78,66,25,250,48,42,39,63,58
Martin Männel,99,14,12,19,34,20,110,18,13,12,36,31
Dimitri Bisoli,322,59,70,58,74,61,341,69,65,65,70,72
Jacob Une Larsson,267,53,41,74,64,35,229,38,39,35,63,54
Masaaki Higashiguchi,57,12,8,11,17,9,72,8,14,10,28,12
Eduardo Flávio Fonseira Meire,45,6,6,10,15,8,43,8,7,10,9,9
Reziuan Mirzov,303,69,64,52,68,50,328,79,66,44,65,74
Neuciano Jesus de Gusmão,287,67,56,52,71,41,315,73,49,57,65,71
Wilfried Kanon,252,53,32,72,60,35,239,63,33,30,53,60
Xuepeng Li,316,73,52,67,68,56,332,65,75,54,66,72
Jean-Luc Dompé,321,80,59,41,68,73,372,75,81,75,71,70
Michal Frydrych,321,69,58,80,63,51,246,51,41,42,54,58
Pablo González,308,70,59,58,75,46,327,66,71,40,75,75
Florent Hadergjonaj,293,71,47,64,70,41,294,70,44,42,67,71
Greg Taylor,274,71,45,51,70,37,324,66,62,61,65,70
Rafael Mir Vicente,349,67,72,77,64,69,305,67,57,59,52,70
Mahlon Romeo,261,64,47,58,63,29,283,68,55,35,61,64
Raphael Holzhauser,339,75,67,60,74,63,388,72,84,82,75,75
Hiroshi Kiyotake,325,70,66,53,69,67,363,70,71,79,71,72
Sei Muroya,263,70,57,45,66,25,277,67,47,33,64,66
Andreas Weimann,322,59,70,68,66,59,320,71,68,64,48,69
Marc Schnatterer,314,77,73,29,71,64,373,69,80,82,71,71
Rodrigo Rojas,329,66,62,60,73,68,343,69,66,64,71,73
Florin Tănase,330,73,67,57,71,62,354,71,66,69,74,74
Patrick William Sá De Oliveira,307,64,54,67,66,56,304,52,60,76,56,60
Casper De Norre,308,73,60,49,70,56,323,70,70,47,64,72
Ladislav Takács,295,41,54,74,72,54,268,60,44,32,66,66
Asier Riesgo Unamuno,98,25,13,14,32,14,100,12,25,15,33,15
Jefferson Intriago,262,65,30,64,72,31,337,72,63,58,72,72
Ryan Woods,291,65,49,48,72,57,332,70,57,55,77,73
Mauro Fernández,314,68,68,48,69,61,296,73,53,42,57,71
Obbi Oularé,330,52,70,74,67,67,241,66,40,29,38,68
Chris Mavinga,271,64,36,69,72,30,266,66,42,22,66,70
Tim Parker,225,26,35,72,64,28,213,43,21,26,62,61
Felipe de Sousa Silva,300,30,74,76,64,56,296,63,65,42,58,68
Pietro Terracciano,82,13,11,15,27,16,82,15,12,12,21,22
Nicolás Orsini,305,45,69,71,63,57,271,65,43,33,59,71
Jean Deza,325,67,71,54,68,65,314,72,60,49,61,72
Anice Badri,324,65,71,59,65,64,329,74,64,62,59,70
Alex Martin Frandeira Álvares,249,51,36,65,62,35,253,45,46,41,64,57
Milton Valenzuela,256,72,33,53,65,33,291,67,67,38,54,65
Lebogang Manyama,346,61,73,73,68,71,298,70,21,69,66,72
Guðmundur Þórarinsson,291,78,56,36,66,55,353,69,73,73,67,71
Tobias Pereira Figueiredo,206,34,22,71,57,22,217,54,24,29,55,55
Martin Bjørnbak,253,56,33,71,61,32,304,52,67,68,62,55
Ayrton Preciado,349,70,68,71,67,73,340,72,64,68,69,67
Santiago Comesaña Veiga,299,49,62,66,73,49,295,63,48,47,64,73
Rémy Riou,92,14,11,12,42,13,97,12,13,15,34,23
Lucas Alves de Araujo,243,25,40,78,61,39,189,25,33,25,54,52
Blás Riveros,225,70,25,41,64,25,284,71,54,32,59,68
Jaka Bijol,316,50,64,77,70,55,279,57,47,47,65,63
Aboubakar Kamara,313,54,68,68,64,59,273,70,48,43,47,65
Ryan Gauld,303,67,54,46,70,66,348,74,71,67,64,72
Mathieu Michel,88,15,12,19,24,18,84,12,20,12,26,14
Carlos Akapo Martínez,274,69,42,62,61,40,279,54,61,41,62,61
Leandro Marcos Pereira,323,44,72,73,67,67,282,68,46,39,57,72
Emilio Zelaya,340,64,74,74,61,67,243,61,49,32,42,59
Alexandre Mendy,299,33,72,65,65,64,264,62,60,36,40,66
Filip Kurto,74,12,13,11,26,12,86,14,11,12,24,25
Aslak Fonn Witry,275,69,48,53,65,40,326,65,70,66,60,65
Miguel Angel Torrén,257,48,39,68,63,39,296,53,60,60,69,54
Cristian Tarragona,294,35,75,71,64,49,265,70,39,40,49,67
Declan John,288,70,50,54,68,46,316,70,68,46,62,70
Jonathan Schunke,247,35,28,79,70,35,271,39,46,55,69,62
Vítor Martín Angulho Fancini,56,11,8,9,20,8,76,9,9,23,18,17
Edimilson Fernandes,295,57,59,45,78,56,327,71,57,51,74,74
Pieter Gerkens,353,69,73,77,70,64,312,66,57,50,69,70
Enzo Lombardo,284,61,59,38,63,63,346,79,68,62,60,77
Ángel Sepúlveda,335,67,65,70,68,65,333,68,66,65,63,71
Brian Fernández,331,64,70,64,71,62,343,68,71,70,65,69
Noam Baumann,59,13,9,13,19,5,82,12,12,12,21,25
Daniel Schmidt,66,13,7,10,27,9,77,12,10,10,23,22
Juan Manuel Marrero Monzón,275,65,35,83,57,35,265,41,66,51,65,42
Sergi Canós Tenés,306,67,68,51,64,56,306,74,54,55,53,70
Jorge Ruiz Ojeda,67,13,12,15,12,15,66,11,13,12,20,10
Dever Orgill,285,28,71,68,54,64,229,60,37,32,32,68
Pedro Alcalá Guirado,248,45,30,70,66,37,306,50,62,65,66,63
Ivan Zlobin,65,11,9,14,26,5,74,11,14,11,18,20
Katsuya Nagato,279,71,46,66,64,32,329,63,67,69,65,65
Matti Steinmann,280,52,45,65,70,48,308,63,56,52,69,68
Zvonimir Kožulj,320,65,68,52,73,62,341,69,68,66,67,71
Gabriel Airton de Souza,308,64,56,62,65,61,283,75,48,44,43,73
George Friend,281,63,53,68,64,33,318,70,66,53,60,69
Allison Alan Sireo Milazar,225,36,29,75,48,37,192,34,30,34,45,49
Christopher Martins,287,52,53,65,70,47,284,63,47,39,68,67
Jan Kuchta,318,51,70,68,61,68,314,69,59,60,58,68
Moritz Heyer,289,59,54,68,71,37,248,61,28,29,65,65
Carlos Guzmán,287,67,43,69,65,43,284,68,46,41,62,67
André Renato Soares Martins,303,61,60,51,71,60,348,71,65,68,70,74
Fabio Pereyra,229,38,30,71,57,33,220,45,39,29,52,55
Pāvels Šteinbors,102,16,11,18,43,14,110,16,17,21,35,21
Kamil Çörekçi,265,68,40,52,65,40,312,72,67,42,63,68
Josh Murphy,290,65,64,38,65,58,313,74,64,48,54,73
Takahiro Kunimoto,310,66,64,46,76,58,354,81,65,64,72,72
Federico Ceccherini,162,15,17,58,58,14,175,42,13,19,45,56
Miguel Ángel Paniagua,272,66,45,46,72,43,292,53,48,54,73,64
Aridai Cabrera Suárez,309,60,70,58,63,58,301,78,46,51,54,72
Magnus Kofod Andersen,277,55,55,45,74,48,338,70,60,64,71,73
Samir Nurković,338,46,79,74,67,72,302,66,70,60,38,68
Unai García Lugea,263,54,39,72,71,27,245,45,26,47,62,65
Abdou Harroui,307,64,65,57,66,55,333,76,59,59,66,73
Adam Clayton,279,68,56,45,70,40,338,66,67,66,71,68
Petar Filipović,297,61,56,70,66,44,288,57,48,61,61,61
Miguel Ángel Garrido Cifuentes,265,65,50,55,62,33,293,65,59,48,55,66
Omar Richards,264,56,56,53,65,34,271,68,50,34,52,67
Håvard Nielsen,336,66,64,62,73,71,304,72,64,36,59,73
Jordan Lefort,242,67,22,64,67,22,269,61,46,33,61,68
Juan Miranda González,264,70,33,64,68,29,283,64,56,37,56,70
Christopher Lenz,255,69,35,49,71,31,321,66,65,60,59,71
Gonzalo Castellani,326,67,59,68,75,57,365,72,77,72,73,71
Thomas Pledl,305,72,64,50,69,50,353,71,73,72,65,72
Yakou Méïté,326,63,70,75,54,64,268,68,52,49,45,54
Nathan Byrne,283,67,50,54,67,45,283,69,49,33,63,69
Ygor Nogueira de Paula,211,39,22,71,60,19,201,38,25,28,49,61
Gabriel Esparza,289,63,55,47,68,56,314,71,65,46,63,69
Ruud Boffin,71,11,13,12,18,17,80,20,17,15,12,16
Patrick Mortensen,313,39,73,73,63,65,238,62,38,33,35,70
Robin Ramírez,331,55,71,62,66,77,315,71,59,63,52,70
Scott Carson,89,14,19,18,25,13,88,17,18,16,17,20
Hiram Mier,259,49,37,72,67,34,242,56,41,35,55,55
Luis Cardozo,230,44,35,60,62,29,216,44,34,28,44,66
John Ruddy,69,14,7,12,25,11,83,11,13,13,23,23
Paul Anton,290,57,51,65,69,48,331,53,70,66,75,67
Florian Hartherz,292,73,37,65,67,50,332,66,64,71,65,66
Erwin Mulder,103,15,20,19,35,14,110,14,14,12,40,30
Kevin Bonifazi,220,34,30,64,56,36,204,46,29,34,36,59
José Antonio Caro Díaz,89,13,14,23,26,13,101,17,20,10,34,20
Maarten Paes,68,13,10,13,23,9,86,14,12,10,27,23
Marco Friedl,269,63,32,66,63,45,277,65,45,42,56,69
David Lazar,78,12,13,12,24,17,78,15,14,12,23,14
Güray Vural,336,70,62,65,70,69,355,73,77,70,61,74
Ruben Gabrielsen,259,47,43,74,50,45,230,49,49,42,41,49
Marco Pérez,333,69,74,67,66,57,322,67,62,68,60,65
Jorge Rodríguez,303,50,62,73,71,47,280,63,33,35,73,76
Wout Faes,222,31,29,71,68,23,236,52,21,35,64,64
Matěj Hybš,307,72,51,65,67,52,305,69,60,41,65,70
Modou Barrow,293,62,62,47,61,61,314,74,61,55,62,62
Luca Siligardi,319,70,61,46,72,70,359,74,73,68,69,75
Edwin Velasco,252,65,29,63,63,32,257,65,45,29,53,65
Luka Đorđević,330,60,73,73,65,59,322,71,58,66,57,70
Alejandro Díez Salomón,242,70,30,50,61,31,319,69,73,74,36,67
Germán Mera,206,30,23,76,47,30,182,33,25,23,46,55
Dahwling Leudo,260,55,47,49,74,35,282,56,55,30,69,72
Antonio Di Gaudio,280,65,57,40,64,54,308,74,70,34,54,76
Egor Sorokin,232,30,25,70,54,53,200,32,29,33,50,56
Lourival Adnan Diniz Prazeres,264,44,52,76,61,31,252,41,45,43,71,52
Jon Bautista Orgilles,322,47,72,65,69,69,315,70,60,57,58,70
Jairo Ralph Farnias Almeida,49,11,7,7,18,6,51,7,11,10,15,8
Esteban Burgos,222,35,23,71,61,32,214,48,35,26,48,57
Yoann Salmier,197,22,17,72,59,27,208,48,28,23,48,61
Ionuț Panțîru,273,66,46,58,64,39,274,58,44,49,61,62
Tobias Pachonik,296,74,45,67,63,47,302,69,63,44,60,66
José Antonio Ferrández Pomares,303,68,65,46,67,57,317,73,60,55,59,70
Callum Paterson,339,70,67,78,56,68,268,59,48,32,64,65
Josh Sims,291,64,63,42,68,54,306,75,58,45,58,70
Edoardo Goldaniga,202,27,22,70,57,26,225,48,29,33,56,59
Ben Watson,324,68,62,58,70,66,341,64,72,67,70,68
Rico Strieder,264,57,32,54,73,48,312,60,58,53,71,70
Adriano Well. Bastos Oliveira,91,15,20,15,24,17,88,15,13,18,27,15
Alexander Gorgon,338,67,68,65,68,70,344,70,74,69,59,72
Ben Whiteman,295,58,61,55,72,49,315,65,56,56,70,68
Matías de los Santos,268,45,42,70,71,40,315,57,70,69,57,62
Leôncio Roger Lobeiro Cunha,291,66,64,36,69,56,325,76,73,65,39,72
Marco Sangalli Fuentes,307,65,67,44,66,65,321,71,67,52,62,69
Deian Sorescu,287,64,60,53,64,46,321,66,64,64,58,69
Roman Procházka,294,58,54,65,67,50,298,65,49,53,64,67
Massimo Coda,306,35,74,75,62,60,314,69,67,68,39,71
Raúl Fdez-Cavada Mateos,91,23,13,13,29,13,94,16,24,14,26,14
Andrea Seculin,77,13,12,12,29,11,82,12,12,12,25,21
Oliver Hüsing,226,37,24,76,58,31,185,40,29,30,36,50
Faïz Selemani,303,61,64,48,67,63,333,70,58,70,65,70
Riku Matsuda,239,70,35,37,69,28,257,62,39,31,60,65
Tomáš Chorý,316,44,70,80,61,61,272,65,41,44,54,68
Sean McDermott,75,15,10,14,28,8,100,14,13,18,40,15
Issiaga Sylla,330,71,64,60,70,65,327,69,71,56,64,67
Luca Paganini,267,67,46,40,69,45,314,71,62,42,67,72
Carlos Rolón,233,37,40,72,55,29,180,33,33,25,26,63
Yuma Suzuki,359,67,70,82,73,67,287,68,47,40,64,68
Ramón Folch Frigola,269,55,48,58,71,37,291,65,42,48,67,69
Philipp Klement,316,74,63,49,72,58,374,74,79,79,69,73
Marcel Ritzmaier,335,73,64,58,72,68,356,71,72,69,70,74
Cebio Soukou,323,65,68,64,66,60,324,72,66,55,60,71
Hüseyin Türkmen,242,48,25,73,56,40,252,53,52,36,53,58
Mohamed Hany,313,71,48,60,68,66,322,67,67,55,64,69
Renato Fred Baumer Trigo,309,70,47,68,72,52,304,56,62,58,64,64
Mikael Lustig,321,71,48,73,70,59,302,62,65,40,68,67
Enrique Sancero,323,71,60,50,70,72,349,70,70,70,68,71
Jozabed Sánchez Ruiz,319,61,70,64,70,54,337,69,71,57,69,71
Lukas Görtler,340,74,66,64,72,64,317,66,66,48,67,70
Recep Niyaz,311,69,59,45,72,66,335,71,64,62,68,70
Eli Dasa,289,67,47,55,66,54,305,67,67,42,61,68
Joel Acosta,309,67,69,60,58,55,306,71,57,47,61,70
Birama Touré,267,62,42,62,66,35,299,61,55,46,65,72
Jean-Victor Makengo,346,70,62,69,76,69,342,72,65,61,70,74
Engin Bekdemir,285,65,62,40,70,48,367,72,82,81,60,72
Michael Frey,303,45,73,70,61,54,284,62,59,35,57,71
Risto Radunović,288,66,50,62,65,45,266,58,44,42,63,59
Bassem Srarfi,321,70,64,56,70,61,339,76,66,59,65,73
Davit Khocholava,247,31,51,75,67,23,223,56,27,21,65,54
Philipp Riese,260,59,49,41,68,43,289,59,45,51,71,63
Ángelo Sagal,328,67,72,67,67,55,287,67,56,37,59,68
Tom Lees,244,53,36,71,64,20,230,59,33,20,55,63
Álvaro Rey Vázquez,309,71,69,44,68,57,335,76,69,58,61,71
Mikael Ishak,328,57,72,71,64,64,242,64,38,31,43,66
Daniel Clayton Branco Julião,301,73,46,63,67,52,279,52,57,45,63,62
Tiago Nathan Pombeira Gesser,292,62,61,39,70,60,351,74,73,71,63,70
Rúben Micael F. da Ressureição,337,72,64,59,75,67,366,71,78,72,71,74
Jed Steer,80,11,11,12,35,11,81,11,12,11,25,22
Roger Espinoza,323,64,62,70,68,59,338,70,69,58,72,69
Nilton Varela Lopes,289,69,46,58,66,50,305,75,74,36,48,72
Valentin Gheorghe,307,66,67,52,65,57,327,67,64,68,56,72
Ernesto Gomez Muñoz,330,66,70,64,65,65,339,71,69,70,59,70
Cédric Brunner,281,67,54,60,68,32,278,63,59,32,58,66
Ermedin Demirović,333,63,73,67,65,65,280,65,65,37,45,68
Matt Besler,270,49,35,68,74,44,262,58,34,35,74,61
Jordi Amat Maas,227,31,34,68,66,28,238,50,40,36,52,60
Liam Moore,245,58,24,67,62,34,245,60,37,24,59,65
Fabien Farnolle,80,18,10,12,29,11,77,9,12,15,23,18
Sultan Al Ghannam,278,69,50,55,66,38,293,66,54,43,63,67
Jonathan Herrera,283,32,74,68,72,37,296,66,39,58,64,69
Shinzo Koroki,330,49,70,73,68,70,296,65,46,55,55,75
Jorge Correa,306,63,63,46,67,67,336,72,65,64,63,72
Renato Peter Mestres Silveira,284,69,68,36,71,40,314,73,58,50,60,73
Alberto Benito Correo,247,67,28,57,59,36,295,65,58,49,59,64
Hamza Mendyl,258,62,36,61,66,33,288,70,57,38,53,70
Joseph Paintsil,276,58,61,39,65,53,304,75,65,38,55,71
Igor Alberto Rinck de Camargo,342,54,72,80,70,66,311,67,63,57,52,72
Adam Davies,77,12,11,16,25,13,75,12,16,18,13,16
Hotaru Yamaguchi,306,67,62,42,72,63,340,70,62,66,70,72
Thiago dos Santos,276,59,43,66,70,38,289,64,48,45,65,67
Oscar Ustari,79,15,14,14,23,13,90,13,14,15,22,26
Jesper Karlström,302,62,51,62,69,58,321,66,63,59,68,65
Vegard Forren,268,45,39,72,68,44,321,57,68,64,70,62
Adrian Šemper,73,14,15,12,23,9,76,12,12,13,24,15
Jaime Frederico Cavaco Dorta,331,72,75,58,56,70,227,50,46,31,47,53
Dael Fry,239,54,25,72,62,26,223,57,28,22,53,63
